Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility,Volume_MA,Price_MA,Hour,Day,Month,Year,DayOfWeek,Ticker
2020-05-18 00:00:00-04:00,181.435615852939,186.09696881457853,180.92412300760373,184.69760131835938,11802200,0.0,0.0,,,,,0,18,5,2020,0,V
2020-05-19 00:00:00-04:00,184.46596978444504,187.708649354624,182.62265766271273,182.7481231689453,7446800,0.0,0.0,-0.010554972752752745,,,,0,19,5,2020,1,V
2020-05-20 00:00:00-04:00,186.26101620260488,188.18153664512042,185.69162077539593,187.0909881591797,9545600,0.0,0.0,0.023764211171785954,,,,0,20,5,2020,2,V
2020-05-21 00:00:00-04:00,186.7435859772189,186.85939124069878,183.38510080230395,183.96414184570312,11338100,0.0,0.0,-0.01671297128868765,,,,0,21,5,2020,3,V
2020-05-22 00:00:00-04:00,184.3308813153866,184.68795736791833,182.62268001970742,184.19577026367188,5807600,0.0,0.0,0.0012590954717850433,,,,0,22,5,2020,4,V
2020-05-26 00:00:00-04:00,188.96324339961154,189.41683356141743,186.0293830029949,186.47332763671875,9662200,0.0,0.0,0.01236487336156844,,,,0,26,5,2020,1,V
2020-05-27 00:00:00-04:00,187.52525965707,187.52525965707,181.93743603483287,186.08729553222656,7650300,0.0,0.0,-0.002070173302448075,,,,0,27,5,2020,2,V
2020-05-28 00:00:00-04:00,186.78215931823476,191.36630361677229,185.98115337863177,187.47702026367188,8352200,0.0,0.0,0.007468133315982506,,,,0,28,5,2020,3,V
2020-05-29 00:00:00-04:00,187.7086542825388,189.8704456280777,186.53125177682548,188.42282104492188,10211900,0.0,0.0,0.005044889127850505,,,,0,29,5,2020,4,V
2020-06-01 00:00:00-04:00,187.91131902182576,189.04046437439473,186.76286788581172,187.5638885498047,6011300,0.0,0.0,-0.004558537497495685,,,,0,1,6,2020,0,V
2020-06-02 00:00:00-04:00,189.09837477272038,190.6232077556112,188.1139859405253,189.5037078857422,8462100,0.0,0.0,0.010342179141921592,,,,0,2,6,2020,1,V
2020-06-03 00:00:00-04:00,191.08642859844528,191.2215396255861,188.74128404321587,189.99588012695312,8879400,0.0,0.0,0.0025971641753188557,,,,0,3,6,2020,2,V
2020-06-04 00:00:00-04:00,189.13699901082336,189.60024954366114,186.376860504835,186.8787078857422,7829800,0.0,0.0,-0.016406525442173137,,,,0,4,6,2020,3,V
2020-06-05 00:00:00-04:00,189.34927653739751,192.79462982276152,188.65441561809718,192.6402130126953,8561200,0.0,0.0,0.030830184947959527,,,,0,5,6,2020,4,V
2020-06-08 00:00:00-04:00,192.61129418957194,192.9780304938377,190.2468434498586,192.63059997558594,7628100,0.0,0.0,-4.990150788886094e-05,,,,0,8,6,2020,0,V
2020-06-09 00:00:00-04:00,191.43387741823787,194.62830000815913,191.31807216272375,192.1287384033203,6892300,0.0,0.0,-0.00260530555544769,,,,0,9,6,2020,1,V
2020-06-10 00:00:00-04:00,192.92009321105368,195.12048135739258,192.0032672710789,193.47984313964844,8405300,0.0,0.0,0.007032288597512482,,,,0,10,6,2020,2,V
2020-06-11 00:00:00-04:00,188.3263116296241,189.50371416522566,182.15943133787457,182.28489685058594,11974600,0.0,0.0,-0.05786104695661909,,,,0,11,6,2020,3,V
2020-06-12 00:00:00-04:00,187.42881427480407,188.1912235214248,181.29088454937295,185.54689025878906,11706300,0.0,0.0,0.017895028411909042,,,,0,12,6,2020,4,V
2020-06-15 00:00:00-04:00,180.4705407727412,185.75919206889782,179.7081315986491,185.0643310546875,6752700,0.0,0.0,-0.002600739917702266,,8746000.0,187.44373931884766,0,15,6,2020,0,V
2020-06-16 00:00:00-04:00,189.9862753450165,191.4532059014425,185.1029568118886,186.14524841308594,11057200,0.0,0.0,0.00584076549077972,0.018222019614759798,8708750.0,187.516121673584,0,16,6,2020,1,V
2020-06-17 00:00:00-04:00,186.8979973550451,188.54828121544386,186.31894160255462,186.80148315429688,5968900,0.0,0.0,0.003525390773094772,0.01804146019320268,8634855.0,187.71878967285156,0,17,6,2020,2,V
2020-06-18 00:00:00-04:00,185.87498015481597,187.46736111559207,185.4020842128051,187.1392364501953,5803200,0.0,0.0,0.001808086799929054,0.017250365350264207,8447735.0,187.72120208740233,0,18,6,2020,3,V
2020-06-19 00:00:00-04:00,190.01520996677135,190.2178838961411,184.6879471596169,185.4889678955078,11483300,0.0,0.0,-0.008818399529628818,0.016931394647895295,8454995.0,187.79744338989258,0,19,6,2020,4,V
2020-06-22 00:00:00-04:00,185.28629020664025,189.5036981982955,184.6107203268071,188.152587890625,6674500,0.0,0.0,0.014359991461150967,0.017211306994902652,8498340.0,187.99528427124022,0,22,6,2020,0,V
2020-06-23 00:00:00-04:00,189.3975359449034,193.16135369875974,188.9825573295285,191.05747985839844,9866800,0.0,0.0,0.015439022127413216,0.01732951997061946,8508570.0,188.22449188232423,0,23,6,2020,1,V
2020-06-24 00:00:00-04:00,190.1406793619511,190.58460934810768,184.03170147940736,184.7265625,9453100,0.0,0.0,-0.033136192119201935,0.018968031425966314,8598710.0,188.15645523071288,0,24,6,2020,2,V
2020-06-25 00:00:00-04:00,184.42738828275745,187.45774866028995,183.26927676950967,187.20681762695312,9936600,0.0,0.0,0.013426629572848459,0.01914069845678388,8677930.0,188.14294509887696,0,25,6,2020,3,V
2020-06-26 00:00:00-04:00,186.35753993244504,187.35157428032738,182.477902008808,182.66127014160156,11836000,0.0,0.0,-0.02428088647075599,0.01985240790191533,8759135.0,187.85486755371093,0,26,6,2020,4,V
2020-06-29 00:00:00-04:00,183.27892803759957,184.76514947525328,180.7600606540055,184.69760131835938,8020400,0.0,0.0,0.01114812776227403,0.020029142212034858,8859590.0,187.71155319213867,0,29,6,2020,0,V
2020-06-30 00:00:00-04:00,184.80377724371934,186.98485985603483,183.52021489023272,186.42510986328125,9040100,0.0,0.0,0.009353172605334414,0.02000197059125549,8888490.0,187.55762329101563,0,30,6,2020,1,V
2020-07-01 00:00:00-04:00,187.08135682790402,188.52898141601986,185.93290563183896,187.0137939453125,6394100,0.0,0.0,0.003157751026473754,0.02000711590502124,8764225.0,187.40851898193358,0,1,7,2020,2,V
2020-07-02 00:00:00-04:00,189.1562629621141,191.0092205056437,188.1911799878176,188.83778381347656,6299300,0.0,0.0,0.009753237072434473,0.019772901971844278,8687700.0,187.5064727783203,0,2,7,2020,3,V
2020-07-06 00:00:00-04:00,191.790974996267,192.22525947925487,188.84746837112615,190.85484313964844,7292200,0.0,0.0,0.010681439304351281,0.01863828194507799,8624250.0,187.41720428466797,0,6,7,2020,0,V
