Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility,Volume_MA,Price_MA,Hour,Day,Month,Year,DayOfWeek,Ticker
2020-05-18 00:00:00+01:00,1480.6078288242895,1593.2627140553814,1472.8589685885584,1589.6864013671875,6949226,0.0,0.0,,,,,0,18,5,2020,0,AAL.L
2020-05-19 00:00:00+01:00,1616.9061228658918,1628.4298767702655,1557.3003101764211,1599.2230224609375,5062033,0.0,0.0,0.005999058107025501,,,,0,19,5,2020,1,AAL.L
2020-05-20 00:00:00+01:00,1573.791427227274,1641.940677956555,1552.532012979185,1628.03271484375,4463741,0.0,0.0,0.018014805926492405,,,,0,20,5,2020,2,AAL.L
2020-05-21 00:00:00+01:00,1612.3364128586716,1629.0259917001056,1582.9308541968505,1590.8782958984375,6038256,0.0,0.0,-0.02282166605532765,,,,0,21,5,2020,3,AAL.L
2020-05-22 00:00:00+01:00,1514.9801891913796,1577.367618653241,1501.7487477290208,1559.2872314453125,3898566,0.0,0.0,-0.019857624894734083,,,,0,22,5,2020,4,AAL.L
2020-05-26 00:00:00+01:00,1605.9786451963535,1620.6813041745133,1591.6732730623607,1609.753662109375,5180767,0.0,0.0,0.03236506375883352,,,,0,26,5,2020,1,AAL.L
2020-05-27 00:00:00+01:00,1619.2905229202138,1689.8241067529195,1612.3366019879309,1659.2264404296875,7240966,0.0,0.0,0.03073313605976513,,,,0,27,5,2020,2,AAL.L
2020-05-28 00:00:00+01:00,1684.2607120268708,1705.3214208163863,1655.4512656823165,1700.7515869140625,6239013,0.0,0.0,0.025026810971997993,,,,0,28,5,2020,3,AAL.L
2020-05-29 00:00:00+01:00,1678.697697694457,1698.7650093289535,1665.5844290679079,1689.4267578125,22337933,0.0,0.0,-0.006658720290898534,,,,0,29,5,2020,4,AAL.L
2020-06-01 00:00:00+01:00,1743.469129656973,1755.3902925550076,1659.0275895866669,1687.8370361328125,2982310,0.0,0.0,-0.0009409828939527243,,,,0,1,6,2020,0,AAL.L
2020-06-02 00:00:00+01:00,1694.9899036160984,1756.7812264087106,1685.2542439138874,1748.2376708984375,3834141,0.0,0.0,0.0357858214226745,,,,0,2,6,2020,1,AAL.L
2020-06-03 00:00:00+01:00,1770.6892547209989,1808.8368312950286,1751.8139271050295,1793.33935546875,5559870,0.0,0.0,0.02579837130905327,,,,0,3,6,2020,2,AAL.L
2020-06-04 00:00:00+01:00,1778.2391033981628,1801.8828467897831,1756.1851164243524,1768.7022705078125,3681350,0.0,0.0,-0.013738105331713824,,,,0,4,6,2020,3,AAL.L
2020-06-05 00:00:00+01:00,1804.0683896052924,1858.9056672267309,1794.9288433350528,1853.5411376953125,4284706,0.0,0.0,0.04796673165526144,,,,0,5,6,2020,4,AAL.L
2020-06-08 00:00:00+01:00,1847.9780342697957,1889.3682312227731,1835.9425947052264,1854.53466796875,5642146,0.0,0.0,0.0005360173849029426,,,,0,8,6,2020,0,AAL.L
2020-06-09 00:00:00+01:00,1855.3294249272508,1860.4952503260881,1800.4921452335516,1853.1439208984375,4058584,0.0,0.0,-0.00074991699768856,,,,0,9,6,2020,1,AAL.L
2020-06-10 00:00:00+01:00,1868.0451601502764,1896.4573197885843,1825.32775127638,1855.92529296875,7258913,0.0,0.0,0.001500893718478169,,,,0,10,6,2020,2,AAL.L
2020-06-11 00:00:00+01:00,1811.2208958042693,1817.9762333580604,1753.4034225418497,1765.3245849609375,3910635,0.0,0.0,-0.04881700160618374,,,,0,11,6,2020,3,AAL.L
2020-06-12 00:00:00+01:00,1724.196633774879,1844.6002447515552,1719.428095528934,1813.2078857421875,4742674,0.0,0.0,0.02712436069217805,,,,0,12,6,2020,4,AAL.L
2020-06-15 00:00:00+01:00,1727.5743824214824,1782.0143761443067,1728.1703736071565,1761.35107421875,3789412,0.0,0.0,-0.028599484885987736,,5857762.1,1719.0705505371093,0,15,6,2020,0,AAL.L
2020-06-16 00:00:00+01:00,1825.7251801095001,1847.7792890028654,1781.815544817335,1809.631591796875,4048400,0.0,0.0,0.027411069993266368,0.0252777708087793,5712720.8,1730.0678100585938,0,16,6,2020,1,AAL.L
2020-06-17 00:00:00+01:00,1814.0026279628657,1822.7041962533551,1787.7760933382272,1801.4854736328125,4689334,0.0,0.0,-0.004501534014430986,0.02540410333637858,5694085.85,1740.1809326171874,0,17,6,2020,2,AAL.L
