Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,Volatility,Volume_MA,Price_MA,Hour,Day,Month,Year,DayOfWeek,Ticker
2020-05-18 00:00:00+05:00,84.51961554432738,84.51961554432738,80.633656208956,81.0708236694336,3563000,0.0,0.0,0.0,,,,,0,18,5,2020,0,DGKC.KA
2020-05-19 00:00:00+05:00,81.41084836171888,82.18803575608999,79.9536136589092,80.24505615234375,2537000,0.0,0.0,0.0,-0.010185754624338239,,,,0,19,5,2020,1,DGKC.KA
2020-05-20 00:00:00+05:00,80.29363185732237,81.6051415788931,79.66216201749087,81.00281524658203,2010500,0.0,0.0,0.0,0.009443062670424052,,,,0,20,5,2020,2,DGKC.KA
2020-05-21 00:00:00+05:00,81.30398423564608,81.36227125220458,78.3020768809399,78.79753875732422,3602000,0.0,0.0,0.0,-0.02722468944498646,,,,0,21,5,2020,3,DGKC.KA
2020-05-22 00:00:00+05:00,78.79753875732422,78.79753875732422,78.79753875732422,78.79753875732422,0,0.0,0.0,0.0,0.0,,,,0,22,5,2020,4,DGKC.KA
2020-05-25 00:00:00+05:00,78.79753875732422,78.79753875732422,78.79753875732422,78.79753875732422,0,0.0,0.0,0.0,0.0,,,,0,25,5,2020,0,DGKC.KA
2020-05-26 00:00:00+05:00,78.79753875732422,78.79753875732422,78.79753875732422,78.79753875732422,0,0.0,0.0,0.0,0.0,,,,0,26,5,2020,1,DGKC.KA
2020-05-27 00:00:00+05:00,78.79753875732422,78.79753875732422,78.79753875732422,78.79753875732422,0,0.0,0.0,0.0,0.0,,,,0,27,5,2020,2,DGKC.KA
2020-05-28 00:00:00+05:00,79.07927116245648,79.85645855493676,77.91347895591758,79.6913070678711,1552500,0.0,0.0,0.0,0.011342591718498385,,,,0,28,5,2020,3,DGKC.KA
2020-05-29 00:00:00+05:00,79.71074043439268,81.30398310104275,79.565015483151,80.21591186523438,2419000,0.0,0.0,0.0,0.006582961387701758,,,,0,29,5,2020,4,DGKC.KA
2020-06-01 00:00:00+05:00,80.24505895804204,80.50736536437131,78.20493178515302,78.70039367675781,1779500,0.0,0.0,0.0,-0.018892987104886183,,,,0,1,6,2020,0,DGKC.KA
2020-06-02 00:00:00+05:00,78.94326358168173,80.43935876989859,78.9335466083115,79.42900848388672,2465500,0.0,0.0,0.0,0.009258083385472071,,,,0,2,6,2020,1,DGKC.KA
2020-06-03 00:00:00+05:00,79.662169354147,80.04104981056392,78.59353197933312,78.89469146728516,958500,0.0,0.0,0.0,-0.006726975783790112,,,,0,3,6,2020,2,DGKC.KA
2020-06-04 00:00:00+05:00,79.07928010972738,79.37072263542757,78.10779020030046,78.45752716064453,997000,0.0,0.0,0.0,-0.005541111810062671,,,,0,4,6,2020,3,DGKC.KA
2020-06-05 00:00:00+05:00,78.69067854526293,79.95361832617323,78.20493361597119,79.49701690673828,1395500,0.0,0.0,0.0,0.013249076076095934,,,,0,5,6,2020,4,DGKC.KA
2020-06-08 00:00:00+05:00,80.05075678508842,81.40112694299701,80.05075678508842,80.99310302734375,3269000,0.0,0.0,0.0,0.018819399504771406,,,,0,8,6,2020,0,DGKC.KA
2020-06-09 00:00:00+05:00,80.99311052661707,81.50799895526504,80.30335363051516,80.80852508544922,2243000,0.0,0.0,0.0,-0.002278934069635752,,,,0,9,6,2020,1,DGKC.KA
2020-06-10 00:00:00+05:00,81.07082053818665,81.2651229445781,79.95361320192134,80.13819122314453,1772500,0.0,0.0,0.0,-0.008295335938824033,,,,0,10,6,2020,2,DGKC.KA
2020-06-11 00:00:00+05:00,80.48792952003139,81.46913630643093,79.46786966356765,81.27484130859375,1987500,0.0,0.0,0.0,0.014183625411312573,,,,0,11,6,2020,3,DGKC.KA
2020-06-12 00:00:00+05:00,80.2450593705859,82.0811745768135,79.953616865463,81.36227416992188,2412000,0.0,0.0,0.0,0.0010757678504242918,,1748200.0,79.78845901489258,0,12,6,2020,4,DGKC.KA
2020-06-15 00:00:00+05:00,81.11939669299554,81.60514158337276,76.35909528492303,77.81632995605469,4166000,0.0,0.0,0.0,-0.043582166920035026,0.014964854720415083,1778350.0,79.62573432922363,0,15,6,2020,0,DGKC.KA
