Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,Volatility,Volume_MA,Price_MA,Hour,Day,Month,Year,DayOfWeek,Ticker
2020-05-18 00:00:00+05:00,57.37293195953656,57.42420278682498,56.34749976691469,56.455169677734375,669083,0.0,0.0,0.0,,,,,0,18,5,2020,0,FFC.KA
2020-05-19 00:00:00+05:00,56.2039373099585,56.911484082223446,56.2039373099585,56.557708740234375,980115,0.0,0.0,0.0,0.0018162918132267336,,,,0,19,5,2020,1,FFC.KA
2020-05-20 00:00:00+05:00,56.50130005924391,56.911474412487394,55.37332645539314,55.62968444824219,359212,0.0,0.0,0.0,-0.016408449222272026,,,,0,20,5,2020,2,FFC.KA
2020-05-21 00:00:00+05:00,55.62967799339913,56.142393919605574,55.62967799339913,55.76298522949219,94892,0.0,0.0,0.0,0.002396216742412527,,,,0,21,5,2020,3,FFC.KA
2020-05-22 00:00:00+05:00,55.76298522949219,55.76298522949219,55.76298522949219,55.76298522949219,0,0.0,0.0,0.0,0.0,,,,0,22,5,2020,4,FFC.KA
2020-05-25 00:00:00+05:00,55.76298522949219,55.76298522949219,55.76298522949219,55.76298522949219,0,0.0,0.0,0.0,0.0,,,,0,25,5,2020,0,FFC.KA
2020-05-26 00:00:00+05:00,55.76298522949219,55.76298522949219,55.76298522949219,55.76298522949219,0,0.0,0.0,0.0,0.0,,,,0,26,5,2020,1,FFC.KA
2020-05-27 00:00:00+05:00,55.76298522949219,55.76298522949219,55.76298522949219,55.76298522949219,0,0.0,0.0,0.0,0.0,,,,0,27,5,2020,2,FFC.KA
2020-05-28 00:00:00+05:00,55.880916637438034,55.8860448927995,55.373328884608675,55.71172332763672,316524,0.0,0.0,0.0,-0.0009192818792699287,,,,0,28,5,2020,3,FFC.KA
2020-05-29 00:00:00+05:00,55.732222004725216,56.65511227617127,55.37332240566966,56.15264892578125,1054462,0.0,0.0,0.0,0.007914413193637504,,,,0,29,5,2020,4,FFC.KA
2020-06-01 00:00:00+05:00,55.988572362021124,56.09111788473809,55.73221442279628,55.96806716918945,194735,0.0,0.0,0.0,-0.003287142461182224,,,,0,1,6,2020,0,FFC.KA
2020-06-02 00:00:00+05:00,55.88604639914477,55.937317219003255,54.99392161612609,55.39896774291992,860270,0.0,0.0,0.0,-0.01016828800875269,,,,0,2,6,2020,1,FFC.KA
2020-06-03 00:00:00+05:00,55.39896278454515,55.655320772605585,53.91208567145213,55.311798095703125,505559,0.0,0.0,0.0,-0.0015734886545415439,,,,0,3,6,2020,2,FFC.KA
2020-06-04 00:00:00+05:00,55.50150549773885,55.7578634908,55.322055684938555,55.49125289916992,441892,0.0,0.0,0.0,0.0032444217986964397,,,,0,4,6,2020,3,FFC.KA
2020-06-05 00:00:00+05:00,55.624551214907946,55.629679469585476,55.4245923113183,55.51175308227539,235384,0.0,0.0,0.0,0.0003694308928781087,,,,0,5,6,2020,4,FFC.KA
2020-06-08 00:00:00+05:00,55.511756946115646,55.74760973715212,55.27078372346961,55.38870620727539,414966,0.0,0.0,0.0,-0.0022165914093477124,,,,0,8,6,2020,0,FFC.KA
2020-06-09 00:00:00+05:00,55.496372229954986,55.665569428903815,55.322050688040804,55.51175308227539,614474,0.0,0.0,0.0,0.0022215156017462157,,,,0,9,6,2020,1,FFC.KA
2020-06-10 00:00:00+05:00,55.60917029374657,55.62967940071912,55.373321431130556,55.573280334472656,625660,0.0,0.0,0.0,0.0011083644234055612,,,,0,10,6,2020,2,FFC.KA
2020-06-11 00:00:00+05:00,55.65019178073383,56.47566480429583,55.62968267255505,56.38850402832031,704248,0.0,0.0,0.0,0.01466934629269967,,,,0,11,6,2020,3,FFC.KA
2020-06-12 00:00:00+05:00,56.65606809587281,56.66131563474296,55.874352917593754,56.530155181884766,377421,2.5,0.0,0.0,0.002512057306810478,,422444.85,55.819804954528806,0,12,6,2020,4,FFC.KA
2020-06-15 00:00:00+05:00,56.39899919898845,56.503925968511346,55.90583457629153,56.14192581176758,512565,0.0,0.0,0.0,-0.006867650882401932,0.0062723052876559535,414618.95,55.804142761230466,0,15,6,2020,0,FFC.KA
2020-06-16 00:00:00+05:00,56.08419991211161,56.26782371109527,55.370686862319126,55.596282958984375,1684969,0.0,0.0,0.0,-0.009718990663281302,0.006593520416479201,449861.65,55.75607147216797,0,16,6,2020,1,FFC.KA
2020-06-17 00:00:00+05:00,55.82189095107714,56.00551478919033,54.79883699124742,55.02443313598633,394024,0.0,0.0,0.0,-0.010285756395259749,0.005942445853057425,451602.25,55.72580890655517,0,17,6,2020,2,FFC.KA
2020-06-18 00:00:00+05:00,55.03492814850004,55.0611578380853,54.20074556677929,54.321414947509766,406734,0.0,0.0,0.0,-0.01277647307586316,0.006492267722479528,467194.35,55.653730392456055,0,18,6,2020,3,FFC.KA
2020-06-19 00:00:00+05:00,54.56799562055113,54.982463129572665,54.169266725352045,54.23746871948242,298296,0.0,0.0,0.0,-0.001545361587294125,0.0064853152590679634,482109.15,55.577454566955566,0,19,6,2020,4,FFC.KA
2020-06-22 00:00:00+05:00,54.20075279295722,56.110448967066155,54.043362626363624,55.67499923706055,680838,0.0,0.0,0.0,0.026504380671101613,0.008999688968483162,516151.05,55.573055267333984,0,22,6,2020,0,FFC.KA
2020-06-23 00:00:00+05:00,55.67500460179236,56.55640322882629,55.62253720517218,56.40950012207031,458209,0.0,0.0,0.0,0.013192651909743391,0.009473821872305069,539061.5,55.60538101196289,0,23,6,2020,1,FFC.KA
2020-06-24 00:00:00+05:00,56.40424482480018,56.49343297613896,56.00551590928034,56.33079528808594,325704,0.0,0.0,0.0,-0.0013952407628866625,0.009483750772712699,555346.7,55.63377151489258,0,24,6,2020,2,FFC.KA
2020-06-25 00:00:00+05:00,55.848125455748026,55.900592844903485,55.27102019933627,55.49661636352539,667658,0.0,0.0,0.0,-0.014808577089927555,0.010086327272666817,572903.4,55.62301616668701,0,25,6,2020,3,FFC.KA
2020-06-26 00:00:00+05:00,55.77992125657239,57.47451619097203,55.77992125657239,57.416805267333984,2088168,0.0,0.0,0.0,0.03460010771162292,0.012648333855588386,624588.7,55.68622398376465,0,26,6,2020,4,FFC.KA
2020-06-29 00:00:00+05:00,57.43778801964578,57.44827909482239,56.53540345187968,57.22268295288086,737429,0.0,0.0,0.0,-0.0033809320032573975,0.012650098007603633,651723.4,55.74895477294922,0,29,6,2020,0,FFC.KA
2020-06-30 00:00:00+05:00,57.2384180988005,57.815523263331926,57.185954720697495,57.70534896850586,1785570,0.0,0.0,0.0,0.008434872164635232,0.012453835329923288,697988.4,55.86427383422851,0,30,6,2020,1,FFC.KA
2020-07-01 00:00:00+05:00,57.71584937703613,58.75463796860715,57.71060183793136,58.43985366821289,1570707,0.0,0.0,0.0,0.01272853752444858,0.012640149369821349,751245.8,56.020676612854004,0,1,7,2020,2,FFC.KA
2020-07-02 00:00:00+05:00,58.2352281997658,59.02219074300588,57.71583404198292,58.0096321105957,278700,0.0,0.0,0.0,-0.007361783622178986,0.012842691526142525,743086.2,56.146595573425294,0,2,7,2020,3,FFC.KA
2020-07-03 00:00:00+05:00,58.05161688816674,59.02220343296903,57.31711755601659,58.83333206176758,539657,0.0,0.0,0.0,0.014199365195102231,0.013103005851228625,758299.85,56.3126745223999,0,3,7,2020,4,FFC.KA
2020-07-06 00:00:00+05:00,58.83857512749343,58.83857512749343,57.710594524876484,58.21949768066406,331144,0.0,0.0,0.0,-0.010433445796662832,0.013400318782073806,754108.75,56.454214096069336,0,6,7,2020,0,FFC.KA
2020-07-07 00:00:00+05:00,57.789291590677486,58.81234143799341,57.789291590677486,58.21949768066406,502956,0.0,0.0,0.0,0.0,0.013412646798648571,748532.85,56.58960132598877,0,7,7,2020,1,FFC.KA
2020-07-08 00:00:00+05:00,58.28769503423326,58.70741001666125,57.972910798761625,58.177520751953125,613324,0.0,0.0,0.0,-0.000721011523341919,0.013428640785990074,747916.05,56.71981334686279,0,8,7,2020,2,FFC.KA
2020-07-09 00:00:00+05:00,58.2352345096448,58.2352345096448,57.65812938261153,58.08308792114258,653146,0.0,0.0,0.0,-0.0016231841713085782,0.013134680436697308,745360.95,56.804542541503906,0,9,7,2020,3,FFC.KA
2020-07-10 00:00:00+05:00,57.97816253119141,58.20900218579796,57.920451616865016,57.98340606689453,185931,0.0,0.0,0.0,-0.0017161941249298485,0.013152611410146394,735786.45,56.8772050857544,0,10,7,2020,4,FFC.KA
2020-07-13 00:00:00+05:00,58.130317581515634,58.6129871145681,57.78929958433958,58.40312957763672,426433,0.0,0.0,0.0,0.007238683258067979,0.013066619211053251,731479.85,56.99026527404785,0,13,7,2020,0,FFC.KA
2020-07-14 00:00:00+05:00,58.250983531355516,58.75988676249838,58.08309830071351,58.639217376708984,545052,0.0,0.0,0.0,0.004042382673319356,0.012772925162651005,674484.0,57.14241199493408,0,14,7,2020,1,FFC.KA
2020-07-15 00:00:00+05:00,58.49756813906065,58.62872860574016,58.16179766457709,58.30869674682617,776586,0.0,0.0,0.0,-0.0056365116157586215,0.01256389212786782,693612.1,57.30662517547607,0,15,7,2020,2,FFC.KA
2020-07-16 00:00:00+05:00,58.31393335908546,58.49755717748844,58.05161247488147,58.21949768066406,719644,0.0,0.0,0.0,-0.0015297729350632894,0.012063403660272627,709257.6,57.50152931213379,0,16,7,2020,3,FFC.KA
2020-07-17 00:00:00+05:00,58.235241650478706,58.707420086022466,57.972920742143216,58.550025939941406,1090654,0.0,0.0,0.0,0.0056772777582227985,0.012011168370530957,748875.5,57.717157173156735,0,17,7,2020,4,FFC.KA
2020-07-20 00:00:00+05:00,58.550027843982626,58.75988537801545,57.97817016651022,58.36115646362305,1691163,0.0,0.0,0.0,-0.003225779549817731,0.010850064847533338,799391.75,57.85146503448486,0,20,7,2020,0,FFC.KA
2020-07-21 00:00:00+05:00,58.36640387354036,58.36640387354036,57.972922499111995,58.2824592590332,949351,0.0,0.0,0.0,-0.0013484517675536045,0.010573454495529122,823948.85,57.945112991333005,0,21,7,2020,1,FFC.KA
2020-07-22 00:00:00+05:00,58.13031633319687,58.34016986292217,57.715848807400256,58.203765869140625,772112,0.0,0.0,0.0,-0.0013502070930608845,0.010572768335578814,846269.25,58.03876152038574,0,22,7,2020,2,FFC.KA
2020-07-23 00:00:00+05:00,58.240506889429376,58.74416270617697,58.23525934891204,58.245750427246094,992095,0.0,0.0,0.0,0.0007213374852730325,0.009842400853155348,862491.1,58.17621822357178,0,23,7,2020,3,FFC.KA
2020-07-24 00:00:00+05:00,58.25098020798726,58.523796193902946,58.10408113989393,58.22475051879883,305148,0.0,0.0,0.0,-0.0003605397525695553,0.006303064724687776,773340.1,58.21661548614502,0,24,7,2020,4,FFC.KA
2020-07-27 00:00:00+05:00,58.235251114817686,59.54685586965592,58.235251114817686,58.73890686035156,1305023,0.0,0.0,0.0,0.008830546064542366,0.0064742671464316495,801719.8,58.292426681518556,0,27,7,2020,0,FFC.KA
2020-07-28 00:00:00+05:00,59.153351066077484,59.27402041702266,58.497548947828285,58.63395690917969,719509,0.0,0.0,0.0,-0.0017867195149100512,0.006284411044054788,748416.75,58.338857078552245,0,28,7,2020,1,FFC.KA
2020-07-29 00:00:00+05:00,58.52379044674154,58.759877639750215,57.84175455162912,57.98340606689453,1427692,0.0,0.0,0.0,-0.011095120926135293,0.00616453768886106,741266.0,58.31603469848633,0,29,7,2020,2,FFC.KA
2020-07-30 00:00:00+05:00,57.78929443943387,58.23523916402393,57.710597369753444,58.09883117675781,865628,0.0,0.0,0.0,0.001990657632808146,0.005957822092483614,770612.4,58.320494651794434,0,30,7,2020,3,FFC.KA
